event_id,arm,reward_type,reward_value,delay_minutes,occurred_at
evt_003983,sem_oferta,conversion,1.0,1835.9,2026-01-17T11:05:10.324164+00:00
evt_003990,sem_oferta,click,0.1,104.1,2026-01-16T06:46:26.936261+00:00
evt_003990,sem_oferta,journey_start,0.3,1268.8,2026-01-17T02:11:08.936261+00:00
evt_003993,simulador_credito,click,0.1,90.1,2026-01-16T06:43:20.865577+00:00
evt_004003,oferta_deposito,click,0.1,65.7,2026-01-16T07:10:47.432861+00:00
evt_004004,simulador_credito,click,0.1,89.7,2026-01-16T07:36:47.816865+00:00
evt_004005,oferta_deposito,click,0.1,110.2,2026-01-16T07:59:14.961647+00:00
evt_004005,oferta_deposito,journey_start,0.3,1015.0,2026-01-16T23:04:02.961647+00:00
evt_004005,oferta_deposito,conversion,1.0,16037.8,2026-01-27T09:26:50.961647+00:00
evt_004011,oferta_deposito,click,0.1,21.1,2026-01-16T06:48:14.773888+00:00
evt_004011,oferta_deposito,journey_start,0.3,310.3,2026-01-16T11:37:26.773888+00:00
evt_004011,oferta_deposito,conversion,1.0,15539.1,2026-01-27T01:26:14.773888+00:00
evt_004017,sem_oferta,click,0.1,79.8,2026-01-16T08:02:10.348521+00:00
evt_004027,sem_oferta,click,0.1,121.4,2026-01-16T09:38:24.130148+00:00
evt_004027,sem_oferta,journey_start,0.3,853.4,2026-01-16T21:50:24.130148+00:00
evt_004028,oferta_deposito,click,0.1,132.0,2026-01-16T09:49:15.420698+00:00
evt_004030,oferta_deposito,click,0.1,33.3,2026-01-16T08:15:25.162498+00:00
evt_004035,educacao_financeira,click,0.1,49.4,2026-01-16T08:58:33.619851+00:00
evt_004035,educacao_financeira,journey_start,0.3,631.0,2026-01-16T18:40:09.619851+00:00
evt_004036,educacao_financeira,click,0.1,132.1,2026-01-16T10:29:38.538123+00:00
evt_004037,simulador_credito,click,0.1,179.1,2026-01-16T11:17:33.922291+00:00
evt_004037,simulador_credito,journey_start,0.3,1223.4,2026-01-17T04:41:51.922291+00:00
evt_004037,simulador_credito,conversion,1.0,7710.6,2026-01-21T16:49:03.922291+00:00
evt_004040,educacao_financeira,click,0.1,177.9,2026-01-16T11:32:28.290011+00:00
evt_004040,educacao_financeira,journey_start,0.3,962.2,2026-01-17T00:36:46.290011+00:00
evt_004040,educacao_financeira,conversion,1.0,14413.0,2026-01-26T08:47:34.290011+00:00
evt_004051,oferta_deposito,click,0.1,111.3,2026-01-16T11:23:16.725450+00:00
evt_004051,oferta_deposito,journey_start,0.3,454.1,2026-01-16T17:06:04.725450+00:00
evt_004051,oferta_deposito,conversion,1.0,18382.9,2026-01-29T03:54:52.725450+00:00
evt_004057,simulador_credito,click,0.1,116.6,2026-01-16T12:21:50.901075+00:00
evt_004057,simulador_credito,journey_start,0.3,923.0,2026-01-17T01:48:14.901075+00:00
evt_004059,simulador_credito,click,0.1,70.0,2026-01-16T11:38:38.011439+00:00
evt_004059,simulador_credito,journey_start,0.3,1119.0,2026-01-17T05:07:38.011439+00:00
evt_004064,educacao_financeira,click,0.1,117.8,2026-01-16T13:08:58.793482+00:00
evt_004066,oferta_deposito,click,0.1,95.6,2026-01-16T13:02:40.676077+00:00
evt_004066,oferta_deposito,journey_start,0.3,918.7,2026-01-17T02:45:46.676077+00:00
evt_004066,oferta_deposito,conversion,1.0,10781.0,2026-01-23T23:08:04.676077+00:00
evt_004068,educacao_financeira,click,0.1,90.1,2026-01-16T13:07:39.909251+00:00
evt_004068,educacao_financeira,journey_start,0.3,532.3,2026-01-16T20:29:51.909251+00:00
evt_004068,educacao_financeira,conversion,1.0,4271.9,2026-01-19T10:49:27.909251+00:00
evt_004076,educacao_financeira,click,0.1,171.9,2026-01-16T14:57:43.229453+00:00
evt_004076,educacao_financeira,journey_start,0.3,612.4,2026-01-16T22:18:13.229453+00:00
evt_004076,educacao_financeira,conversion,1.0,2754.0,2026-01-18T09:59:49.229453+00:00
evt_004078,simulador_credito,click,0.1,32.5,2026-01-16T12:45:17.760584+00:00
evt_004078,simulador_credito,journey_start,0.3,576.2,2026-01-16T21:48:59.760584+00:00
evt_004078,simulador_credito,conversion,1.0,13126.8,2026-01-25T14:59:35.760584+00:00
evt_004083,oferta_deposito,click,0.1,156.4,2026-01-16T15:03:04.890881+00:00
evt_004086,educacao_financeira,click,0.1,40.2,2026-01-16T13:40:38.282476+00:00
evt_004086,educacao_financeira,journey_start,0.3,144.7,2026-01-16T15:25:08.282476+00:00
evt_004087,educacao_financeira,click,0.1,142.2,2026-01-16T15:27:47.364855+00:00
evt_004087,educacao_financeira,journey_start,0.3,65.9,2026-01-16T14:11:29.364855+00:00
evt_004087,educacao_financeira,conversion,1.0,16483.9,2026-01-27T23:49:29.364855+00:00
evt_004088,simulador_credito,click,0.1,88.9,2026-01-16T14:37:20.236276+00:00
evt_004088,simulador_credito,journey_start,0.3,1258.6,2026-01-17T10:07:02.236276+00:00
evt_004089,oferta_deposito,click,0.1,148.1,2026-01-16T15:37:47.794219+00:00
evt_004092,educacao_financeira,click,0.1,127.8,2026-01-16T15:27:30.569595+00:00
evt_004094,oferta_deposito,click,0.1,46.3,2026-01-16T14:07:42.778214+00:00
evt_004094,oferta_deposito,journey_start,0.3,453.9,2026-01-16T20:55:18.778214+00:00
evt_004094,oferta_deposito,conversion,1.0,18085.6,2026-01-29T02:47:00.778214+00:00
evt_004097,simulador_credito,click,0.1,78.8,2026-01-16T14:47:08.903708+00:00
evt_004097,simulador_credito,journey_start,0.3,482.8,2026-01-16T21:31:08.903708+00:00
evt_004101,oferta_deposito,click,0.1,24.9,2026-01-16T14:16:38.630806+00:00
evt_004101,oferta_deposito,journey_start,0.3,618.6,2026-01-17T00:10:20.630806+00:00
evt_004101,oferta_deposito,conversion,1.0,8827.8,2026-01-22T16:59:32.630806+00:00
evt_004112,educacao_financeira,click,0.1,16.1,2026-01-16T14:42:13.816689+00:00
evt_004112,educacao_financeira,journey_start,0.3,1185.6,2026-01-17T10:11:43.816689+00:00
evt_004113,sem_oferta,click,0.1,166.6,2026-01-16T17:18:17.529795+00:00
evt_004113,sem_oferta,journey_start,0.3,976.0,2026-01-17T06:47:41.529795+00:00
evt_004113,sem_oferta,conversion,1.0,18466.5,2026-01-29T10:18:11.529795+00:00
evt_004115,educacao_financeira,click,0.1,86.5,2026-01-16T16:03:22.647550+00:00
evt_004115,educacao_financeira,journey_start,0.3,875.2,2026-01-17T05:12:04.647550+00:00
evt_004115,educacao_financeira,conversion,1.0,3323.0,2026-01-18T21:59:52.647550+00:00
evt_004116,simulador_credito,click,0.1,112.7,2026-01-16T16:32:30.075237+00:00
evt_004116,simulador_credito,journey_start,0.3,746.7,2026-01-17T03:06:30.075237+00:00
evt_004119,oferta_deposito,click,0.1,145.8,2026-01-16T17:33:15.052337+00:00
evt_004121,simulador_credito,click,0.1,169.6,2026-01-16T18:19:32.374244+00:00
evt_004121,simulador_credito,journey_start,0.3,352.4,2026-01-16T21:22:20.374244+00:00
evt_004121,simulador_credito,conversion,1.0,12196.0,2026-01-25T02:45:56.374244+00:00
evt_004122,oferta_deposito,click,0.1,22.0,2026-01-16T15:52:42.617548+00:00
evt_004122,oferta_deposito,journey_start,0.3,294.8,2026-01-16T20:25:30.617548+00:00
evt_004122,oferta_deposito,conversion,1.0,3542.5,2026-01-19T02:33:12.617548+00:00
evt_004124,oferta_deposito,click,0.1,79.9,2026-01-16T16:58:29.824914+00:00
evt_004125,oferta_deposito,click,0.1,8.3,2026-01-16T15:47:32.990614+00:00
evt_004125,oferta_deposito,journey_start,0.3,610.1,2026-01-17T01:49:20.990614+00:00
evt_004130,simulador_credito,click,0.1,14.4,2026-01-16T16:31:09.732732+00:00
evt_004130,simulador_credito,journey_start,0.3,1197.9,2026-01-17T12:14:39.732732+00:00
evt_004130,simulador_credito,conversion,1.0,6419.9,2026-01-21T03:16:39.732732+00:00
evt_004131,simulador_credito,click,0.1,158.0,2026-01-16T18:55:44.430204+00:00
evt_004131,simulador_credito,journey_start,0.3,795.2,2026-01-17T05:32:56.430204+00:00
evt_004131,simulador_credito,conversion,1.0,12967.6,2026-01-25T16:25:20.430204+00:00
evt_004132,educacao_financeira,click,0.1,50.6,2026-01-16T17:12:46.620177+00:00
evt_004132,educacao_financeira,journey_start,0.3,417.7,2026-01-16T23:19:52.620177+00:00
evt_004132,educacao_financeira,conversion,1.0,15683.9,2026-01-27T13:46:04.620177+00:00
evt_004134,oferta_deposito,click,0.1,177.3,2026-01-16T19:21:59.642920+00:00
evt_004134,oferta_deposito,journey_start,0.3,235.7,2026-01-16T20:20:23.642920+00:00
evt_004134,oferta_deposito,conversion,1.0,11845.8,2026-01-24T21:50:29.642920+00:00
evt_004135,simulador_credito,click,0.1,141.9,2026-01-16T18:47:51.841231+00:00
evt_004135,simulador_credito,journey_start,0.3,1329.7,2026-01-17T14:35:39.841231+00:00
evt_004135,simulador_credito,conversion,1.0,15074.5,2026-01-27T03:40:27.841231+00:00
evt_004136,oferta_deposito,click,0.1,14.5,2026-01-16T16:41:19.541136+00:00
evt_004136,oferta_deposito,journey_start,0.3,811.9,2026-01-17T05:58:43.541136+00:00
evt_004136,oferta_deposito,conversion,1.0,12648.9,2026-01-25T11:15:43.541136+00:00
evt_004138,educacao_financeira,click,0.1,90.3,2026-01-16T18:18:17.756194+00:00
evt_004138,educacao_financeira,journey_start,0.3,1394.9,2026-01-17T16:02:53.756194+00:00
evt_004138,educacao_financeira,conversion,1.0,7600.8,2026-01-21T23:28:47.756194+00:00
evt_004144,sem_oferta,click,0.1,23.4,2026-01-16T17:54:23.998075+00:00
evt_004144,sem_oferta,journey_start,0.3,259.3,2026-01-16T21:50:17.998075+00:00
evt_004144,sem_oferta,conversion,1.0,3379.0,2026-01-19T01:49:59.998075+00:00
evt_004148,educacao_financeira,click,0.1,162.4,2026-01-16T20:24:01.967839+00:00
evt_004152,educacao_financeira,click,0.1,50.1,2026-01-16T18:48:45.704260+00:00
evt_004152,educacao_financeira,journey_start,0.3,101.4,2026-01-16T19:40:03.704260+00:00
evt_004152,educacao_financeira,conversion,1.0,3415.8,2026-01-19T02:54:27.704260+00:00
evt_004153,educacao_financeira,click,0.1,159.4,2026-01-16T20:42:42.268107+00:00
evt_004153,educacao_financeira,journey_start,0.3,1264.8,2026-01-17T15:08:06.268107+00:00
evt_004153,educacao_financeira,conversion,1.0,11805.5,2026-01-24T22:48:48.268107+00:00
evt_004158,oferta_deposito,click,0.1,42.7,2026-01-16T19:10:54.879364+00:00
evt_004158,oferta_deposito,journey_start,0.3,1428.8,2026-01-17T18:17:00.879364+00:00
evt_004175,oferta_deposito,click,0.1,130.6,2026-01-16T22:22:16.490521+00:00
evt_004182,educacao_financeira,click,0.1,132.5,2026-01-16T23:18:31.681028+00:00
evt_004182,educacao_financeira,journey_start,0.3,394.1,2026-01-17T03:40:07.681028+00:00
evt_004183,simulador_credito,click,0.1,48.8,2026-01-16T22:04:13.822338+00:00
evt_004183,simulador_credito,journey_start,0.3,530.8,2026-01-17T06:06:13.822338+00:00
evt_004185,educacao_financeira,click,0.1,162.3,2026-01-17T00:13:00.635846+00:00
evt_004185,educacao_financeira,journey_start,0.3,935.3,2026-01-17T13:06:00.635846+00:00
evt_004189,educacao_financeira,click,0.1,86.7,2026-01-16T23:16:57.542456+00:00
evt_004189,educacao_financeira,journey_start,0.3,243.5,2026-01-17T01:53:45.542456+00:00
evt_004189,educacao_financeira,conversion,1.0,13390.0,2026-01-26T05:00:15.542456+00:00
evt_004198,sem_oferta,click,0.1,119.4,2026-01-17T00:34:58.685757+00:00
evt_004198,sem_oferta,journey_start,0.3,983.5,2026-01-17T14:59:04.685757+00:00
evt_004198,sem_oferta,conversion,1.0,13893.7,2026-01-26T14:09:16.685757+00:00
evt_004200,sem_oferta,click,0.1,16.5,2026-01-16T22:55:03.198341+00:00
evt_004200,sem_oferta,journey_start,0.3,264.3,2026-01-17T03:02:51.198341+00:00
evt_004200,sem_oferta,conversion,1.0,13201.7,2026-01-26T02:40:15.198341+00:00
evt_004206,educacao_financeira,click,0.1,40.9,2026-01-16T23:55:50.040294+00:00
evt_004206,educacao_financeira,journey_start,0.3,265.8,2026-01-17T03:40:44.040294+00:00
evt_004206,educacao_financeira,conversion,1.0,2041.9,2026-01-18T09:16:50.040294+00:00
evt_004207,educacao_financeira,click,0.1,30.5,2026-01-16T23:54:03.408276+00:00
evt_004207,educacao_financeira,journey_start,0.3,993.3,2026-01-17T15:56:51.408276+00:00
evt_004207,educacao_financeira,conversion,1.0,17719.1,2026-01-29T06:42:39.408276+00:00
evt_004212,educacao_financeira,click,0.1,170.4,2026-01-17T02:34:15.348326+00:00
evt_004214,simulador_credito,click,0.1,41.5,2026-01-17T00:35:28.858120+00:00
evt_004215,educacao_financeira,click,0.1,43.8,2026-01-17T00:45:44.821177+00:00
evt_004215,educacao_financeira,journey_start,0.3,1034.0,2026-01-17T17:15:56.821177+00:00
evt_004215,educacao_financeira,conversion,1.0,15544.3,2026-01-27T19:06:14.821177+00:00
evt_004230,sem_oferta,click,0.1,178.8,2026-01-17T04:25:48.197498+00:00
evt_004230,sem_oferta,journey_start,0.3,634.5,2026-01-17T12:01:30.197498+00:00
evt_004230,sem_oferta,conversion,1.0,13223.3,2026-01-26T05:50:18.197498+00:00
evt_004231,sem_oferta,click,0.1,137.7,2026-01-17T03:45:26.444554+00:00
evt_004236,educacao_financeira,click,0.1,174.2,2026-01-17T05:02:31.993397+00:00
evt_004236,educacao_financeira,journey_start,0.3,111.2,2026-01-17T03:59:31.993397+00:00
evt_004236,educacao_financeira,conversion,1.0,9423.7,2026-01-23T15:12:01.993397+00:00
evt_004240,simulador_credito,click,0.1,20.3,2026-01-17T02:37:41.917483+00:00
evt_004240,simulador_credito,journey_start,0.3,661.0,2026-01-17T13:18:23.917483+00:00
evt_004248,oferta_deposito,click,0.1,22.0,2026-01-17T03:59:12.704607+00:00
evt_004248,oferta_deposito,journey_start,0.3,838.6,2026-01-17T17:35:48.704607+00:00
evt_004248,oferta_deposito,conversion,1.0,5424.1,2026-01-20T22:01:18.704607+00:00
evt_004252,simulador_credito,click,0.1,169.8,2026-01-17T07:04:06.136831+00:00
evt_004252,simulador_credito,journey_start,0.3,107.7,2026-01-17T06:02:00.136831+00:00
evt_004252,simulador_credito,conversion,1.0,17237.7,2026-01-29T03:32:00.136831+00:00
evt_004253,educacao_financeira,click,0.1,33.4,2026-01-17T04:48:07.319468+00:00
evt_004253,educacao_financeira,journey_start,0.3,495.2,2026-01-17T12:29:55.319468+00:00
evt_004253,educacao_financeira,conversion,1.0,15250.9,2026-01-27T18:25:37.319468+00:00
evt_004255,educacao_financeira,click,0.1,76.4,2026-01-17T05:32:43.963546+00:00
evt_004267,educacao_financeira,click,0.1,106.5,2026-01-17T07:15:22.653896+00:00
evt_004267,educacao_financeira,journey_start,0.3,1227.6,2026-01-18T01:56:28.653896+00:00
evt_004267,educacao_financeira,conversion,1.0,10414.2,2026-01-24T11:03:04.653896+00:00
evt_004270,simulador_credito,click,0.1,86.6,2026-01-17T07:19:51.372362+00:00
evt_004272,educacao_financeira,click,0.1,94.5,2026-01-17T07:50:10.572305+00:00
evt_004276,simulador_credito,click,0.1,129.7,2026-01-17T08:51:35.432634+00:00
evt_004277,educacao_financeira,click,0.1,50.7,2026-01-17T07:34:51.466907+00:00
evt_004277,educacao_financeira,journey_start,0.3,1335.6,2026-01-18T04:59:45.466907+00:00
evt_004277,educacao_financeira,conversion,1.0,8108.1,2026-01-22T21:52:15.466907+00:00
evt_004278,educacao_financeira,click,0.1,22.2,2026-01-17T07:12:40.740919+00:00
evt_004278,educacao_financeira,journey_start,0.3,914.3,2026-01-17T22:04:46.740919+00:00
evt_004278,educacao_financeira,conversion,1.0,11888.3,2026-01-25T12:58:46.740919+00:00
evt_004280,educacao_financeira,click,0.1,39.6,2026-01-17T07:38:56.349629+00:00
evt_004280,educacao_financeira,journey_start,0.3,382.7,2026-01-17T13:22:02.349629+00:00
evt_004280,educacao_financeira,conversion,1.0,9435.1,2026-01-23T20:14:26.349629+00:00
evt_004281,simulador_credito,click,0.1,76.7,2026-01-17T08:17:28.247042+00:00
evt_004281,simulador_credito,journey_start,0.3,1186.3,2026-01-18T02:47:04.247042+00:00
evt_004281,simulador_credito,conversion,1.0,4503.7,2026-01-20T10:04:28.247042+00:00
evt_004285,oferta_deposito,click,0.1,150.2,2026-01-17T09:57:03.104459+00:00
evt_004288,simulador_credito,click,0.1,62.8,2026-01-17T08:37:58.495375+00:00
evt_004288,simulador_credito,journey_start,0.3,275.2,2026-01-17T12:10:22.495375+00:00
evt_004288,simulador_credito,conversion,1.0,19354.1,2026-01-30T18:09:16.495375+00:00
evt_004289,oferta_deposito,click,0.1,92.6,2026-01-17T09:08:40.099500+00:00
evt_004291,educacao_financeira,click,0.1,32.9,2026-01-17T08:20:45.811827+00:00
evt_004292,educacao_financeira,click,0.1,79.8,2026-01-17T09:20:44.731312+00:00
evt_004292,educacao_financeira,journey_start,0.3,254.3,2026-01-17T12:15:14.731312+00:00
evt_004292,educacao_financeira,conversion,1.0,12113.2,2026-01-25T17:54:08.731312+00:00
evt_004294,oferta_deposito,click,0.1,56.5,2026-01-17T09:03:21.867402+00:00
evt_004295,oferta_deposito,click,0.1,39.4,2026-01-17T08:50:59.884029+00:00
evt_004295,oferta_deposito,journey_start,0.3,236.2,2026-01-17T12:07:47.884029+00:00
evt_004295,oferta_deposito,conversion,1.0,17940.9,2026-01-29T19:12:29.884029+00:00
evt_004299,oferta_deposito,click,0.1,36.2,2026-01-17T09:16:35.084874+00:00
evt_004301,simulador_credito,click,0.1,40.3,2026-01-17T09:33:57.155818+00:00
evt_004301,simulador_credito,journey_start,0.3,734.9,2026-01-17T21:08:33.155818+00:00
evt_004301,simulador_credito,conversion,1.0,9338.0,2026-01-23T20:31:39.155818+00:00
evt_004307,educacao_financeira,click,0.1,15.5,2026-01-17T10:10:21.146697+00:00
evt_004307,educacao_financeira,journey_start,0.3,452.9,2026-01-17T17:27:45.146697+00:00
evt_004307,educacao_financeira,conversion,1.0,9646.9,2026-01-24T02:41:45.146697+00:00
evt_004310,oferta_deposito,click,0.1,155.7,2026-01-17T12:40:15.689268+00:00
evt_004310,oferta_deposito,journey_start,0.3,1068.3,2026-01-18T03:52:51.689268+00:00
evt_004310,oferta_deposito,conversion,1.0,2715.2,2026-01-19T07:19:45.689268+00:00
evt_004311,educacao_financeira,click,0.1,88.4,2026-01-17T11:37:17.886624+00:00
evt_004311,educacao_financeira,journey_start,0.3,531.5,2026-01-17T19:00:23.886624+00:00
evt_004311,educacao_financeira,conversion,1.0,12604.1,2026-01-26T04:12:59.886624+00:00
evt_004315,simulador_credito,click,0.1,48.2,2026-01-17T11:14:39.232054+00:00
evt_004316,educacao_financeira,click,0.1,147.8,2026-01-17T12:56:14.883887+00:00
evt_004316,educacao_financeira,journey_start,0.3,1012.3,2026-01-18T03:20:44.883887+00:00
evt_004316,educacao_financeira,conversion,1.0,15564.2,2026-01-28T05:52:38.883887+00:00
evt_004318,educacao_financeira,click,0.1,14.8,2026-01-17T11:12:56.993602+00:00
evt_004319,educacao_financeira,click,0.1,150.9,2026-01-17T13:37:01.459064+00:00
evt_004319,educacao_financeira,journey_start,0.3,78.0,2026-01-17T12:24:07.459064+00:00
evt_004319,educacao_financeira,conversion,1.0,3095.5,2026-01-19T14:41:37.459064+00:00
evt_004320,simulador_credito,click,0.1,159.0,2026-01-17T13:47:47.213311+00:00
evt_004320,simulador_credito,journey_start,0.3,121.7,2026-01-17T13:10:29.213311+00:00
evt_004320,simulador_credito,conversion,1.0,8416.6,2026-01-23T07:25:23.213311+00:00
evt_004324,educacao_financeira,click,0.1,62.8,2026-01-17T12:39:12.682368+00:00
evt_004324,educacao_financeira,journey_start,0.3,316.5,2026-01-17T16:52:54.682368+00:00
evt_004324,educacao_financeira,conversion,1.0,11357.5,2026-01-25T08:53:54.682368+00:00
evt_004326,simulador_credito,click,0.1,129.8,2026-01-17T13:53:06.547675+00:00
evt_004326,simulador_credito,journey_start,0.3,473.4,2026-01-17T19:36:42.547675+00:00
evt_004326,simulador_credito,conversion,1.0,10093.1,2026-01-24T11:56:24.547675+00:00
evt_004333,oferta_deposito,click,0.1,33.4,2026-01-17T12:53:58.120948+00:00
evt_004333,oferta_deposito,journey_start,0.3,1371.4,2026-01-18T11:11:58.120948+00:00
evt_004333,oferta_deposito,conversion,1.0,10922.2,2026-01-25T02:22:46.120948+00:00
evt_004334,oferta_deposito,click,0.1,133.7,2026-01-17T14:34:40.683697+00:00
evt_004334,oferta_deposito,journey_start,0.3,382.6,2026-01-17T18:43:34.683697+00:00
evt_004334,oferta_deposito,conversion,1.0,4953.1,2026-01-20T22:54:04.683697+00:00
evt_004336,educacao_financeira,click,0.1,46.0,2026-01-17T13:32:39.624589+00:00
evt_004336,educacao_financeira,journey_start,0.3,765.8,2026-01-18T01:32:27.624589+00:00
evt_004337,oferta_deposito,click,0.1,54.3,2026-01-17T13:41:56.979798+00:00
evt_004337,oferta_deposito,journey_start,0.3,728.9,2026-01-18T00:56:32.979798+00:00
evt_004338,sem_oferta,click,0.1,5.2,2026-01-17T13:04:17.757903+00:00
evt_004338,sem_oferta,journey_start,0.3,897.0,2026-01-18T03:56:05.757903+00:00
evt_004340,sem_oferta,click,0.1,174.4,2026-01-17T15:56:40.503526+00:00
evt_004343,oferta_deposito,click,0.1,108.7,2026-01-17T14:57:23.831155+00:00
evt_004343,oferta_deposito,journey_start,0.3,1325.9,2026-01-18T11:14:35.831155+00:00
evt_004344,simulador_credito,click,0.1,110.2,2026-01-17T14:59:39.199403+00:00
evt_004344,simulador_credito,journey_start,0.3,64.6,2026-01-17T14:14:03.199403+00:00
evt_004344,simulador_credito,conversion,1.0,13099.1,2026-01-26T15:28:33.199403+00:00
evt_004357,oferta_deposito,click,0.1,136.3,2026-01-17T16:29:40.602803+00:00
evt_004357,oferta_deposito,journey_start,0.3,1312.7,2026-01-18T12:06:04.602803+00:00
evt_004359,oferta_deposito,click,0.1,88.7,2026-01-17T15:59:19.687012+00:00
evt_004359,oferta_deposito,journey_start,0.3,656.5,2026-01-18T01:27:07.687012+00:00
evt_004359,oferta_deposito,conversion,1.0,2472.9,2026-01-19T07:43:31.687012+00:00
evt_004360,sem_oferta,click,0.1,113.0,2026-01-17T16:26:49.394802+00:00
evt_004360,sem_oferta,journey_start,0.3,763.6,2026-01-18T03:17:25.394802+00:00
evt_004360,sem_oferta,conversion,1.0,6024.4,2026-01-21T18:58:13.394802+00:00
evt_004361,educacao_financeira,click,0.1,143.0,2026-01-17T17:00:58.276037+00:00
evt_004363,educacao_financeira,click,0.1,155.1,2026-01-17T17:22:18.578141+00:00
evt_004369,simulador_credito,click,0.1,128.5,2026-01-17T17:46:59.293296+00:00
evt_004369,simulador_credito,journey_start,0.3,844.9,2026-01-18T05:43:23.293296+00:00
evt_004372,simulador_credito,click,0.1,145.3,2026-01-17T18:15:14.420796+00:00
evt_004379,oferta_deposito,click,0.1,76.6,2026-01-17T17:51:07.786564+00:00
evt_004380,oferta_deposito,click,0.1,12.7,2026-01-17T16:48:27.665446+00:00
evt_004380,oferta_deposito,journey_start,0.3,1370.7,2026-01-18T15:26:27.665446+00:00
evt_004391,educacao_financeira,click,0.1,113.0,2026-01-17T18:59:30.344010+00:00
evt_004391,educacao_financeira,journey_start,0.3,1039.7,2026-01-18T10:26:12.344010+00:00
evt_004392,sem_oferta,click,0.1,30.0,2026-01-17T17:37:10.098430+00:00
evt_004392,sem_oferta,journey_start,0.3,189.7,2026-01-17T20:16:52.098430+00:00
evt_004392,sem_oferta,conversion,1.0,7825.6,2026-01-23T03:32:46.098430+00:00
evt_004394,educacao_financeira,click,0.1,93.6,2026-01-17T18:52:41.084860+00:00
evt_004394,educacao_financeira,journey_start,0.3,574.0,2026-01-18T02:53:05.084860+00:00
evt_004394,educacao_financeira,conversion,1.0,8896.6,2026-01-23T21:35:41.084860+00:00
evt_004399,sem_oferta,click,0.1,43.5,2026-01-17T18:21:07.903145+00:00
evt_004399,sem_oferta,journey_start,0.3,1406.3,2026-01-18T17:03:55.903145+00:00
evt_004403,educacao_financeira,click,0.1,175.9,2026-01-17T21:20:42.585551+00:00
evt_004403,educacao_financeira,journey_start,0.3,1104.2,2026-01-18T12:49:00.585551+00:00
evt_004403,educacao_financeira,conversion,1.0,5825.0,2026-01-21T19:29:48.585551+00:00
evt_004405,educacao_financeira,click,0.1,59.2,2026-01-17T19:31:02.884951+00:00
evt_004412,sem_oferta,click,0.1,51.9,2026-01-17T20:26:14.017997+00:00
evt_004413,oferta_deposito,click,0.1,134.0,2026-01-17T21:49:12.508627+00:00
evt_004421,sem_oferta,click,0.1,50.7,2026-01-17T20:44:12.693190+00:00
evt_004421,sem_oferta,journey_start,0.3,1424.5,2026-01-18T19:38:00.693190+00:00
evt_004421,sem_oferta,conversion,1.0,4073.6,2026-01-20T15:47:06.693190+00:00
evt_004422,simulador_credito,click,0.1,85.9,2026-01-17T21:22:52.543256+00:00
evt_004426,simulador_credito,click,0.1,85.4,2026-01-17T21:34:11.140995+00:00
evt_004426,simulador_credito,journey_start,0.3,694.3,2026-01-18T07:43:05.140995+00:00
evt_004429,oferta_deposito,click,0.1,67.6,2026-01-17T21:41:48.911241+00:00
evt_004429,oferta_deposito,journey_start,0.3,162.5,2026-01-17T23:16:42.911241+00:00
evt_004429,oferta_deposito,conversion,1.0,5183.7,2026-01-21T10:57:54.911241+00:00
evt_004430,sem_oferta,click,0.1,79.6,2026-01-17T22:04:25.253146+00:00
evt_004430,sem_oferta,journey_start,0.3,463.9,2026-01-18T04:28:43.253146+00:00
evt_004432,educacao_financeira,click,0.1,157.6,2026-01-17T23:33:28.261519+00:00
evt_004435,sem_oferta,click,0.1,133.3,2026-01-17T23:29:24.455801+00:00
evt_004435,sem_oferta,journey_start,0.3,1147.5,2026-01-18T16:23:36.455801+00:00
evt_004435,sem_oferta,conversion,1.0,14305.0,2026-01-27T19:41:06.455801+00:00
evt_004436,educacao_financeira,click,0.1,118.3,2026-01-17T23:19:45.653375+00:00
evt_004437,educacao_financeira,click,0.1,139.7,2026-01-17T23:44:25.461584+00:00
evt_004437,educacao_financeira,journey_start,0.3,1093.0,2026-01-18T15:37:43.461584+00:00
evt_004442,oferta_deposito,click,0.1,97.3,2026-01-17T23:38:27.044907+00:00
evt_004449,educacao_financeira,click,0.1,144.9,2026-01-18T00:56:57.375680+00:00
evt_004449,educacao_financeira,journey_start,0.3,829.4,2026-01-18T12:21:27.375680+00:00
evt_004450,sem_oferta,click,0.1,34.3,2026-01-17T23:07:09.615542+00:00
evt_004450,sem_oferta,journey_start,0.3,1168.6,2026-01-18T18:01:27.615542+00:00
evt_004455,educacao_financeira,click,0.1,82.8,2026-01-18T00:13:43.694195+00:00
evt_004455,educacao_financeira,journey_start,0.3,426.3,2026-01-18T05:57:13.694195+00:00
evt_004456,oferta_deposito,click,0.1,66.5,2026-01-18T00:01:09.885899+00:00
evt_004460,oferta_deposito,click,0.1,154.0,2026-01-18T01:43:33.855029+00:00
evt_004462,sem_oferta,click,0.1,39.4,2026-01-17T23:56:32.593438+00:00
evt_004462,sem_oferta,journey_start,0.3,677.0,2026-01-18T10:34:08.593438+00:00
evt_004463,educacao_financeira,click,0.1,179.7,2026-01-18T02:27:33.317605+00:00
evt_004464,sem_oferta,click,0.1,13.2,2026-01-17T23:41:40.432420+00:00
evt_004464,sem_oferta,journey_start,0.3,432.5,2026-01-18T06:40:58.432420+00:00
evt_004464,sem_oferta,conversion,1.0,5654.8,2026-01-21T21:43:16.432420+00:00
evt_004466,simulador_credito,click,0.1,42.6,2026-01-18T00:24:39.275082+00:00
