event_id,occurred_at,subject_key,segment,channel,age,job,month,poutcome,previous,base_propensity,available_arms,logging_policy,chosen_arm
evt_003242,2026-01-13T05:21:52.113616+00:00,sub_036968,novo,app,47,housemaid,jul,nonexistent,0,0.3524,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_003243,2026-01-13T05:24:45.816341+00:00,sub_021373,novo,app,49,technician,aug,nonexistent,0,0.046,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,sem_oferta
evt_003244,2026-01-13T05:28:59.056724+00:00,sub_030020,novo,web,23,admin.,apr,nonexistent,0,0.2294,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,educacao_financeira
evt_003245,2026-01-13T05:32:23.476848+00:00,sub_033359,novo,web,48,management,may,nonexistent,0,0.0998,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,oferta_deposito
evt_003246,2026-01-13T05:51:37.755577+00:00,sub_031616,novo,app,33,blue-collar,may,nonexistent,0,0.1025,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_003247,2026-01-13T05:51:43.647585+00:00,sub_003667,novo,web,53,blue-collar,may,nonexistent,0,0.0307,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_003248,2026-01-13T06:15:02.839132+00:00,sub_005780,novo,email,39,management,may,nonexistent,0,0.0377,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,sem_oferta
evt_003249,2026-01-13T06:22:12.028240+00:00,sub_016278,novo,app,27,admin.,jul,nonexistent,0,0.0639,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,oferta_deposito
evt_003250,2026-01-13T06:23:29.924502+00:00,sub_013937,novo,email,31,services,jul,nonexistent,0,0.0656,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,sem_oferta
evt_003251,2026-01-13T06:34:51.739946+00:00,sub_030770,novo,web,54,blue-collar,may,nonexistent,0,0.0968,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_003252,2026-01-13T06:39:49.133556+00:00,sub_006435,novo,web,46,admin.,may,nonexistent,0,0.0405,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_003253,2026-01-13T06:45:41.791644+00:00,sub_015303,novo,email,25,services,jul,nonexistent,0,0.0654,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,educacao_financeira
evt_003254,2026-01-13T06:46:06.678024+00:00,sub_009744,novo,web,37,blue-collar,jun,nonexistent,0,0.0326,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,oferta_deposito
evt_003255,2026-01-13T06:51:09.782707+00:00,sub_007777,novo,email,37,technician,jun,nonexistent,0,0.0379,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,oferta_deposito
evt_003256,2026-01-13T07:24:03.137970+00:00,sub_007117,novo,app,59,admin.,may,nonexistent,0,0.0401,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,sem_oferta
evt_003257,2026-01-13T07:33:28.386314+00:00,sub_008052,novo,app,36,admin.,jun,nonexistent,0,0.0408,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,oferta_deposito
evt_003258,2026-01-13T07:34:52.457697+00:00,sub_023245,novo,web,36,technician,aug,nonexistent,0,0.0512,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,sem_oferta
evt_003259,2026-01-13T07:35:40.812521+00:00,sub_016889,novo,app,35,retired,jul,nonexistent,0,0.0508,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,oferta_deposito
evt_003260,2026-01-13T07:38:50.043569+00:00,sub_017928,novo,app,60,retired,jul,nonexistent,0,0.0594,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,oferta_deposito
evt_003261,2026-01-13T07:44:31.438955+00:00,sub_019746,novo,web,42,admin.,aug,nonexistent,0,0.0632,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_003262,2026-01-13T08:01:13.117896+00:00,sub_030522,novo,email,25,technician,may,nonexistent,0,0.1506,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,oferta_deposito
evt_003263,2026-01-13T08:02:08.477628+00:00,sub_035496,novo,app,34,admin.,may,nonexistent,0,0.1209,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,oferta_deposito
evt_003264,2026-01-13T08:16:37.048779+00:00,sub_021682,novo,email,35,technician,aug,nonexistent,0,0.0558,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_003265,2026-01-13T08:21:02.099166+00:00,sub_026453,novo,web,38,management,nov,nonexistent,0,0.0581,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,sem_oferta
evt_003266,2026-01-13T08:22:00.466460+00:00,sub_030419,novo,app,30,admin.,apr,nonexistent,0,0.2159,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,educacao_financeira
evt_003267,2026-01-13T08:25:16.765848+00:00,sub_028436,recorrente,app,40,services,apr,failure,2,0.1416,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,oferta_deposito
evt_003268,2026-01-13T08:49:09.427646+00:00,sub_005530,novo,email,44,unemployed,may,nonexistent,0,0.0191,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,sem_oferta
evt_003269,2026-01-13T08:49:58.965716+00:00,sub_040487,reativado,app,33,admin.,aug,success,3,0.8047,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,oferta_deposito
evt_003270,2026-01-13T08:52:05.148379+00:00,sub_006788,novo,web,39,entrepreneur,may,nonexistent,0,0.0343,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,sem_oferta
evt_003271,2026-01-13T09:06:16.092838+00:00,sub_016963,novo,email,28,blue-collar,jul,nonexistent,0,0.0572,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_003272,2026-01-13T09:11:00.573886+00:00,sub_026879,recorrente,web,45,management,nov,failure,1,0.0357,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_003273,2026-01-13T09:11:36.079636+00:00,sub_016613,novo,app,27,services,jul,nonexistent,0,0.051,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,sem_oferta
evt_003274,2026-01-13T09:16:03.745945+00:00,sub_010014,novo,app,53,unknown,jun,nonexistent,0,0.0345,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,educacao_financeira
evt_003275,2026-01-13T09:19:09.630364+00:00,sub_038030,novo,email,58,housemaid,sep,nonexistent,0,0.3622,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,sem_oferta
evt_003276,2026-01-13T09:24:16.261887+00:00,sub_002946,novo,web,36,blue-collar,may,nonexistent,0,0.0298,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,educacao_financeira
evt_003277,2026-01-13T09:27:49.305511+00:00,sub_010127,novo,app,42,admin.,jun,nonexistent,0,0.0495,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,oferta_deposito
evt_003278,2026-01-13T09:29:24.045049+00:00,sub_040899,recorrente,app,39,housemaid,oct,failure,2,0.3052,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,sem_oferta
evt_003279,2026-01-13T09:31:39.956543+00:00,sub_030059,novo,web,35,technician,apr,nonexistent,0,0.2063,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,oferta_deposito
evt_003280,2026-01-13T09:40:33.356172+00:00,sub_003582,novo,app,50,housemaid,may,nonexistent,0,0.0328,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_003281,2026-01-13T09:44:28.238114+00:00,sub_031079,reativado,web,33,blue-collar,may,success,1,0.2706,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_003282,2026-01-13T09:57:06.469099+00:00,sub_039932,recorrente,app,68,retired,jun,failure,1,0.4254,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,educacao_financeira
evt_003283,2026-01-13T09:58:20.515285+00:00,sub_004027,novo,email,32,admin.,may,nonexistent,0,0.042,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,oferta_deposito
evt_003284,2026-01-13T10:00:25.934637+00:00,sub_017053,novo,web,49,management,jul,nonexistent,0,0.0446,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,educacao_financeira
evt_003285,2026-01-13T10:01:06.524986+00:00,sub_019285,novo,email,31,admin.,aug,nonexistent,0,0.0666,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_003286,2026-01-13T10:04:05.018032+00:00,sub_005396,novo,app,46,entrepreneur,may,nonexistent,0,0.0361,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,sem_oferta
evt_003287,2026-01-13T10:22:31.087677+00:00,sub_008260,novo,web,37,services,jun,nonexistent,0,0.0333,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,oferta_deposito
evt_003288,2026-01-13T10:22:40.731405+00:00,sub_007156,novo,app,54,technician,may,nonexistent,0,0.0355,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_003289,2026-01-13T10:23:05.226944+00:00,sub_007635,novo,web,38,technician,may,nonexistent,0,0.0346,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,sem_oferta
evt_003290,2026-01-13T10:32:04.019191+00:00,sub_016620,novo,email,48,technician,jul,nonexistent,0,0.0654,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_003291,2026-01-13T10:36:01.398942+00:00,sub_019104,novo,app,32,technician,aug,nonexistent,0,0.0561,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,sem_oferta
evt_003292,2026-01-13T10:39:49.269898+00:00,sub_009802,novo,email,44,services,jun,nonexistent,0,0.0264,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,educacao_financeira
evt_003293,2026-01-13T10:43:34.884136+00:00,sub_011921,novo,web,38,unknown,jun,nonexistent,0,0.0389,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_003294,2026-01-13T10:47:39.720447+00:00,sub_007917,novo,email,36,blue-collar,jun,nonexistent,0,0.0313,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,oferta_deposito
evt_003295,2026-01-13T10:49:22.245858+00:00,sub_032788,novo,app,28,technician,may,nonexistent,0,0.115,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,educacao_financeira
evt_003296,2026-01-13T10:50:37.597789+00:00,sub_008721,novo,email,47,blue-collar,jun,nonexistent,0,0.032,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,sem_oferta
evt_003297,2026-01-13T10:59:56.507902+00:00,sub_037382,novo,web,27,admin.,aug,nonexistent,0,0.3006,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,educacao_financeira
evt_003298,2026-01-13T11:00:14.896986+00:00,sub_022194,novo,app,30,technician,aug,nonexistent,0,0.0614,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,oferta_deposito
evt_003299,2026-01-13T11:00:51.017937+00:00,sub_033062,novo,app,28,blue-collar,may,nonexistent,0,0.086,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,oferta_deposito
evt_003300,2026-01-13T11:05:40.597537+00:00,sub_026211,novo,email,43,blue-collar,nov,nonexistent,0,0.0451,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,sem_oferta
evt_003301,2026-01-13T11:09:42.382623+00:00,sub_010957,novo,email,55,blue-collar,jun,nonexistent,0,0.0353,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,sem_oferta
evt_003302,2026-01-13T11:12:01.163126+00:00,sub_024768,novo,app,41,services,nov,nonexistent,0,0.0615,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,oferta_deposito
evt_003303,2026-01-13T11:12:16.899552+00:00,sub_011291,novo,web,40,retired,jun,nonexistent,0,0.0571,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_003304,2026-01-13T11:12:38.164618+00:00,sub_004883,novo,email,55,retired,may,nonexistent,0,0.048,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_003305,2026-01-13T11:21:03.828547+00:00,sub_010491,novo,web,30,technician,jun,nonexistent,0,0.04,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,sem_oferta
evt_003306,2026-01-13T11:23:59.085138+00:00,sub_011353,novo,app,52,unemployed,jun,nonexistent,0,0.035,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,educacao_financeira
evt_003307,2026-01-13T11:31:14.708440+00:00,sub_005561,novo,web,41,admin.,may,nonexistent,0,0.0416,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,oferta_deposito
evt_003308,2026-01-13T11:39:42.968741+00:00,sub_000972,novo,web,33,self-employed,may,nonexistent,0,0.0342,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,sem_oferta
evt_003309,2026-01-13T11:48:42.161349+00:00,sub_038873,recorrente,app,42,management,nov,failure,1,0.271,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,sem_oferta
evt_003310,2026-01-13T11:53:22.651608+00:00,sub_021146,novo,email,32,technician,aug,nonexistent,0,0.032,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,educacao_financeira
evt_003311,2026-01-13T11:57:48.982326+00:00,sub_016559,novo,app,25,blue-collar,jul,nonexistent,0,0.039,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_003312,2026-01-13T11:58:10.606394+00:00,sub_038302,recorrente,email,35,admin.,oct,failure,1,0.3524,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,oferta_deposito
evt_003313,2026-01-13T12:02:07.643981+00:00,sub_009254,novo,email,42,technician,jun,nonexistent,0,0.0389,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_003314,2026-01-13T12:02:42.202478+00:00,sub_016593,novo,email,39,admin.,jul,nonexistent,0,0.0763,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,educacao_financeira
evt_003315,2026-01-13T12:03:03.990318+00:00,sub_034872,novo,email,34,admin.,may,nonexistent,0,0.1062,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,educacao_financeira
evt_003316,2026-01-13T12:16:20.465261+00:00,sub_026032,novo,app,33,management,nov,nonexistent,0,0.0624,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,sem_oferta
evt_003317,2026-01-13T12:25:15.715591+00:00,sub_016442,novo,app,26,blue-collar,jul,nonexistent,0,0.042,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,educacao_financeira
evt_003318,2026-01-13T12:30:06.061312+00:00,sub_010537,novo,email,37,technician,jun,nonexistent,0,0.0434,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,sem_oferta
evt_003319,2026-01-13T12:31:11.127154+00:00,sub_001446,novo,email,28,blue-collar,may,nonexistent,0,0.0337,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,sem_oferta
evt_003320,2026-01-13T12:40:21.273541+00:00,sub_003503,novo,email,57,retired,may,nonexistent,0,0.0464,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_003321,2026-01-13T12:43:49.250666+00:00,sub_006670,novo,web,33,blue-collar,may,nonexistent,0,0.0314,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,educacao_financeira
evt_003322,2026-01-13T12:45:45.242039+00:00,sub_032399,novo,web,54,admin.,may,nonexistent,0,0.0677,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_003323,2026-01-13T12:50:12.810829+00:00,sub_026329,novo,app,34,technician,nov,nonexistent,0,0.0574,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,sem_oferta
evt_003324,2026-01-13T13:00:38.250360+00:00,sub_017853,novo,app,35,admin.,jul,nonexistent,0,0.0477,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_003325,2026-01-13T13:13:57.563692+00:00,sub_032246,recorrente,web,46,admin.,may,failure,1,0.0682,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,sem_oferta
evt_003326,2026-01-13T13:16:28.714181+00:00,sub_006622,novo,app,32,blue-collar,may,nonexistent,0,0.0298,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_003327,2026-01-13T13:32:34.266018+00:00,sub_008687,novo,app,36,entrepreneur,jun,nonexistent,0,0.0417,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_003328,2026-01-13T13:33:38.246329+00:00,sub_016175,novo,app,37,admin.,jul,nonexistent,0,0.0453,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,educacao_financeira
evt_003329,2026-01-13T13:35:26.616912+00:00,sub_037785,novo,app,44,technician,aug,nonexistent,0,0.2507,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,sem_oferta
evt_003330,2026-01-13T13:37:57.356762+00:00,sub_025298,novo,email,38,self-employed,nov,nonexistent,0,0.0559,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,oferta_deposito
evt_003331,2026-01-13T13:42:40.908510+00:00,sub_035050,novo,email,44,admin.,may,nonexistent,0,0.1036,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,sem_oferta
evt_003332,2026-01-13T13:56:59.370343+00:00,sub_010221,novo,email,46,admin.,jun,nonexistent,0,0.0428,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,sem_oferta
evt_003333,2026-01-13T13:58:13.481379+00:00,sub_034943,recorrente,app,50,blue-collar,may,failure,1,0.0584,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,educacao_financeira
evt_003334,2026-01-13T14:12:42.400305+00:00,sub_002985,novo,web,34,entrepreneur,may,nonexistent,0,0.0369,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,oferta_deposito
evt_003335,2026-01-13T14:16:12.995719+00:00,sub_009376,novo,email,56,technician,jun,nonexistent,0,0.0442,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,educacao_financeira
evt_003336,2026-01-13T14:25:17.083963+00:00,sub_021542,novo,web,42,admin.,aug,nonexistent,0,0.0471,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,educacao_financeira
evt_003337,2026-01-13T14:31:38.207346+00:00,sub_002081,novo,web,34,technician,may,nonexistent,0,0.0391,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_003338,2026-01-13T14:37:09.782086+00:00,sub_035350,novo,email,32,self-employed,may,nonexistent,0,0.0972,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,educacao_financeira
evt_003339,2026-01-13T14:38:14.054954+00:00,sub_035727,novo,email,58,management,may,nonexistent,0,0.1042,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_003340,2026-01-13T14:43:51.740042+00:00,sub_022301,novo,email,31,technician,aug,nonexistent,0,0.0614,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,educacao_financeira
evt_003341,2026-01-13T14:46:05.011474+00:00,sub_012595,novo,web,34,technician,jul,nonexistent,0,0.073,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_003342,2026-01-13T14:51:30.980017+00:00,sub_004076,novo,web,40,admin.,may,nonexistent,0,0.039,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,educacao_financeira
evt_003343,2026-01-13T14:55:38.079083+00:00,sub_025491,novo,email,33,technician,nov,nonexistent,0,0.0714,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,educacao_financeira
evt_003344,2026-01-13T14:58:37.936079+00:00,sub_022145,novo,email,42,admin.,aug,nonexistent,0,0.0631,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,educacao_financeira
evt_003345,2026-01-13T15:07:13.692406+00:00,sub_031301,novo,web,28,blue-collar,may,nonexistent,0,0.0883,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,educacao_financeira
evt_003346,2026-01-13T15:10:50.141712+00:00,sub_024817,novo,web,32,blue-collar,nov,nonexistent,0,0.0327,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,oferta_deposito
evt_003347,2026-01-13T15:17:56.393980+00:00,sub_005284,novo,web,32,self-employed,may,nonexistent,0,0.0327,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,educacao_financeira
evt_003348,2026-01-13T15:22:06.186276+00:00,sub_005015,novo,app,50,blue-collar,may,nonexistent,0,0.0255,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,oferta_deposito
evt_003349,2026-01-13T15:27:11.426884+00:00,sub_032161,novo,web,39,blue-collar,may,nonexistent,0,0.0975,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_003350,2026-01-13T15:27:23.852847+00:00,sub_006549,novo,web,37,self-employed,may,nonexistent,0,0.0367,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_003351,2026-01-13T15:47:30.747268+00:00,sub_038655,recorrente,email,54,technician,nov,failure,1,0.2629,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,educacao_financeira
evt_003352,2026-01-13T15:47:31.257075+00:00,sub_004363,novo,web,55,retired,may,nonexistent,0,0.0497,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,educacao_financeira
evt_003353,2026-01-13T15:56:46.195780+00:00,sub_030000,recorrente,app,75,retired,apr,failure,1,0.1652,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,oferta_deposito
evt_003354,2026-01-13T15:57:30.505297+00:00,sub_040167,novo,email,28,self-employed,jul,nonexistent,0,0.521,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,sem_oferta
evt_003355,2026-01-13T15:58:21.388145+00:00,sub_018173,novo,web,48,technician,jul,nonexistent,0,0.0613,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_003356,2026-01-13T16:05:30.861585+00:00,sub_002335,novo,app,28,technician,may,nonexistent,0,0.0382,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,oferta_deposito
evt_003357,2026-01-13T16:05:36.805517+00:00,sub_036108,reativado,email,30,admin.,may,success,1,0.3047,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_003358,2026-01-13T16:11:15.746340+00:00,sub_007714,novo,web,31,admin.,may,nonexistent,0,0.0138,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,sem_oferta
evt_003359,2026-01-13T16:16:45.250108+00:00,sub_021724,novo,web,31,admin.,aug,nonexistent,0,0.0552,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_003360,2026-01-13T16:23:17.458139+00:00,sub_040551,novo,email,44,admin.,aug,nonexistent,0,0.363,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,sem_oferta
evt_003361,2026-01-13T16:25:06.622468+00:00,sub_030675,novo,email,37,admin.,may,nonexistent,0,0.0841,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,oferta_deposito
evt_003362,2026-01-13T16:26:24.770450+00:00,sub_001907,novo,web,46,self-employed,may,nonexistent,0,0.026,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,educacao_financeira
evt_003363,2026-01-13T16:27:09.697314+00:00,sub_033794,recorrente,web,29,admin.,may,failure,1,0.0658,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,educacao_financeira
evt_003364,2026-01-13T16:32:11.177998+00:00,sub_006641,novo,email,49,retired,may,nonexistent,0,0.0439,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,oferta_deposito
evt_003365,2026-01-13T16:38:57.236396+00:00,sub_030864,novo,app,36,retired,may,nonexistent,0,0.1402,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,educacao_financeira
evt_003366,2026-01-13T16:39:22.625519+00:00,sub_025575,novo,email,29,housemaid,nov,nonexistent,0,0.0616,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,sem_oferta
evt_003367,2026-01-13T16:40:29.902900+00:00,sub_011856,novo,web,36,admin.,jun,nonexistent,0,0.0404,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,oferta_deposito
evt_003368,2026-01-13T16:45:47.225662+00:00,sub_017447,novo,email,53,unemployed,jul,nonexistent,0,0.0757,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_003369,2026-01-13T16:46:49.007417+00:00,sub_004853,novo,web,37,admin.,may,nonexistent,0,0.0321,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_003370,2026-01-13T16:48:19.482130+00:00,sub_040643,reativado,email,26,admin.,sep,success,3,0.7354,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,sem_oferta
evt_003371,2026-01-13T16:56:30.265165+00:00,sub_009816,novo,app,53,blue-collar,jun,nonexistent,0,0.0349,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,educacao_financeira
evt_003372,2026-01-13T17:08:28.321085+00:00,sub_012713,novo,email,37,services,jul,nonexistent,0,0.0622,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,educacao_financeira
evt_003373,2026-01-13T17:11:22.452260+00:00,sub_020712,novo,app,30,technician,aug,nonexistent,0,0.0576,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,educacao_financeira
evt_003374,2026-01-13T17:15:59.086066+00:00,sub_027694,novo,web,30,management,mar,nonexistent,0,0.2517,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,simulador_credito
evt_003375,2026-01-13T17:16:45.737596+00:00,sub_020811,novo,app,57,management,aug,nonexistent,0,0.0568,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,sem_oferta
evt_003376,2026-01-13T17:17:26.039839+00:00,sub_020805,novo,email,31,admin.,aug,nonexistent,0,0.0609,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,educacao_financeira
evt_003377,2026-01-13T17:21:03.680178+00:00,sub_023997,novo,email,44,admin.,oct,nonexistent,0,0.0813,sem_oferta|educacao_financeira|simulador_credito|oferta_deposito,uniform_random,oferta_deposito
